Amount Vehicles:,263
Capacity:,40.0
Service Time:,0.0
Depot_Almacen_Habana,-82.35161,23.11845,0.0
HAB12672,-82.37509131,23.10639029,1.0
HAB14802,-82.41918683,23.11938398,1.0
HAB3306,-82.39750385,23.12791883,1.0
HAB2108,-82.30067828,23.14669555,1.0
HAB13412,-82.37178646,23.10201187,1.0
HAB7369,-82.46166229,23.08841717,1.0
HAB8025,-82.29899163,23.12179399,1.0
HAB8750,-82.30086775,23.11960085,1.0
HAB12777,-82.33622074,23.1023349,1.0
HAB11176,-82.45684505,23.0676823,1.0
HAB11163,-82.30402347,23.14784042,1.0
HAB2493,-82.46068985,23.06443644,1.0
HAB8209,-82.39110678,23.01352164,1.0
HAB16144,-82.3054899,23.12735394,1.0
HAB7111,-82.43110657,23.07736292,1.0
HAB11007,-82.3732245,23.05585387,1.0
HAB15048,-82.39567034,23.00510562,1.0
HAB1076,-82.30776787,23.08683805,1.0
HAB10341,-82.41673529,23.12157941,1.0
HAB18842,-82.36013905,23.04207398,1.0
HAB6617,-82.37508758,23.09230531,1.0
HAB5732,-82.37666145,23.14027357,1.0
HAB15084,-82.40783304,23.12321733,1.0
HAB9877,-82.37780111,23.06124379,1.0
HAB15074,-82.39727583,23.0591658,1.0
HAB17662,-82.36724854,23.10981247,1.0
HAB12935,-82.39207099,23.1183948,1.0
HAB15236,-82.23862241,23.10582539,1.0
HAB10720,-82.39608192,23.11482606,1.0
HAB3499,-82.38404864,23.13693661,1.0
HAB12496,-82.13374346,23.16626467,1.0
HAB2169,-82.4000895,23.12857989,1.0
HAB5831,-82.39011608,22.9696276,1.0
HAB1504,-82.3261955,23.15794005,1.0
HAB12095,-82.29628265,23.15726864,1.0
HAB18579,-82.3399061,23.08259043,1.0
HAB15210,-82.33271449,23.14666592,1.0
HAB10862,-82.38694845,23.11691359,1.0
HAB7685,-82.44915631,23.09409186,1.0
HAB13220,-82.36362922,23.13430815,1.0
HAB18188,-82.36519364,23.04593833,1.0
HAB9975,-82.42740762,23.12010026,1.0
HAB2922,-82.38433912,23.11575929,1.0
HAB12171,-82.41410825,23.10081054,1.0
HAB17521,-82.41076469,23.0207964,1.0
HAB10314,-82.3993063,23.11670337,1.0
HAB16503,-82.36417294,23.08962782,1.0
HAB8896,-82.36915254,23.10636786,1.0
HAB6095,-82.40758284,23.02588535,1.0
HAB9446,-82.3866275,23.11602663,1.0
HAB9779,-82.37980127,23.13864089,1.0
HAB8376,-82.36071774,23.10091914,1.0
HAB6274,-82.26449341,23.04494485,1.0
HAB8561,-82.42930949,23.00422158,1.0
HAB17787,-82.42169924,23.00291174,1.0
HAB15751,-82.44740979,23.0618008,1.0
HAB8822,-82.3684966,23.1096463,1.0
HAB2764,-82.4050194,23.13045451,1.0
HAB18589,-82.4240832,23.10087063,1.0
HAB11907,-82.38858798,23.10919656,1.0
HAB7409,-82.30957031,23.01907619,1.0
HAB4089,-82.36600399,23.04907258,1.0
HAB14600,-82.46584922,23.06415831,1.0
HAB7058,-82.4184224,23.09012211,1.0
HAB11167,-82.43896831,23.06194821,1.0
HAB4169,-82.37543877,23.09930965,1.0
HAB16484,-82.36099362,23.09592762,1.0
HAB10575,-82.40357649,23.12703858,1.0
HAB10533,-82.39053777,23.08289915,1.0
HAB12643,-82.38184691,23.12778301,1.0
HAB4338,-82.38525445,23.08478785,1.0
HAB13187,-82.4367576,23.09778588,1.0
HAB3264,-82.37005723,23.10193267,1.0
HAB16909,-82.40123212,22.97193673,1.0
HAB1050,-82.19608712,23.12525113,1.0
HAB17078,-82.39378868,23.14169868,1.0
HAB8754,-82.37346084,23.10675347,1.0
HAB14229,-82.37725382,23.13377444,1.0
HAB10756,-82.38951237,23.07156804,1.0
HAB1267,-82.31774393,23.0773584,1.0
HAB7435,-82.37518251,23.09921393,1.0
HAB16845,-82.42460425,23.07417684,1.0
HAB8341,-82.37967674,22.97948528,1.0
HAB16529,-82.29961911,23.1207631,1.0
HAB9986,-82.47346788,23.00849025,1.0
HAB5678,-82.46902866,23.05364979,1.0
HAB1201,-82.48397827,23.05055258,1.0
HAB5896,-82.37701714,23.09660364,1.0
HAB16243,-82.45757461,23.0663275,1.0
HAB12226,-82.3746349,23.09947086,1.0
HAB5173,-82.40842044,23.12237988,1.0
HAB3621,-82.42533431,23.07164356,1.0
HAB14196,-82.38010168,23.09463479,1.0
HAB12127,-82.38727927,23.11346354,1.0
HAB2704,-82.36847354,23.14039706,1.0
HAB13629,-82.43026167,23.10605522,1.0
HAB7412,-82.36459857,23.13704822,1.0
HAB4616,-82.37822414,23.09960565,1.0
HAB12361,-82.36582476,23.13769769,1.0
HAB1421,-82.14729667,23.17043697,1.0
HAB8678,-82.42557049,23.10519915,1.0
HAB6373,-82.37368718,23.08365507,1.0
HAB5983,-82.37997381,23.05974741,1.0
HAB11106,-82.33343124,23.10704943,1.0
HAB5303,-82.4021958,23.12031872,1.0
HAB4088,-82.37579396,23.0825842,1.0
HAB17642,-82.37280697,23.12542341,1.0
HAB10098,-82.36592352,23.08674466,1.0
HAB17495,-82.41573215,23.11250638,1.0
HAB17027,-82.37456612,23.08911737,1.0
HAB6942,-82.43262236,23.06959239,1.0
HAB15546,-82.46985023,23.03203577,1.0
HAB3312,-82.40620837,23.12136209,1.0
HAB18374,-82.43367836,23.07162229,1.0
HAB6126,-82.46702403,23.03998392,1.0
HAB11675,-82.39213754,23.1307906,1.0
HAB1736,-82.41874695,23.06393867,1.0
HAB10098,-82.29863094,23.1689496,1.0
HAB5020,-82.2950029,23.11686567,1.0
HAB2691,-82.37553554,23.12707176,1.0
HAB10314,-82.34232036,23.09756048,1.0
HAB6835,-82.38990784,22.99948366,1.0
HAB3870,-82.38882487,23.07324943,1.0
HAB7916,-82.34835013,23.08880915,1.0
HAB4713,-82.43612881,23.10256655,1.0
HAB13199,-82.46328771,23.07004391,1.0
HAB11976,-82.40923441,23.02173615,1.0
HAB5241,-82.37036359,23.03540501,1.0
HAB3700,-82.26385913,23.0448864,1.0
HAB9157,-82.19001889,23.12909295,1.0
HAB10227,-82.37875934,23.06371741,1.0
HAB8512,-82.37360001,23.12796816,1.0
HAB17294,-82.39883351,23.10834726,1.0
HAB7193,-82.38578796,23.10231266,1.0
HAB17773,-82.25363016,23.03163603,1.0
HAB17290,-82.29772568,23.07088786,1.0
HAB17222,-82.39129745,23.1048182,1.0
HAB12107,-82.36885786,23.14052113,1.0
HAB10325,-82.42055323,23.11117736,1.0
HAB6408,-82.39039738,23.11789777,1.0
HAB4431,-82.31985927,23.10835201,1.0
HAB5790,-82.39890549,23.13290546,1.0
HAB16451,-82.37614968,23.01682505,1.0
HAB1112,-82.38576919,23.09047489,1.0
HAB16513,-82.38664403,23.11604817,1.0
HAB7069,-82.42709821,23.08143147,1.0
HAB1110,-82.1250263,23.11722194,1.0
HAB4585,-82.44724274,23.07230924,1.0
HAB11863,-82.4280136,23.05819528,1.0
HAB17611,-82.42874897,23.08149752,1.0
HAB7207,-82.34534275,23.07353768,1.0
HAB10141,-82.3894518,23.01453018,1.0
HAB11154,-82.29993102,23.12395425,1.0
HAB11497,-82.42312431,23.09630771,1.0
HAB7472,-82.38770438,23.00289889,1.0
HAB17853,-82.38882487,23.07324943,1.0
HAB5692,-82.30453849,23.13604863,1.0
HAB1241,-82.38183908,23.14259515,1.0
HAB1493,-82.42010772,23.02402489,1.0
HAB10971,-82.38052482,23.12208681,1.0
HAB16589,-82.26872797,23.12865402,1.0
HAB17494,-82.37938821,23.12208757,1.0
HAB3350,-82.27233052,23.16064222,1.0
HAB18496,-82.35986553,23.10756358,1.0
HAB18215,-82.36698304,23.10702593,1.0
HAB10185,-82.37068598,23.10557594,1.0
HAB8260,-82.37254757,23.1047685,1.0
HAB3711,-82.42808664,23.10616697,1.0
HAB17782,-82.36451187,23.07785063,1.0
HAB13656,-82.43708521,23.10286036,1.0
HAB4619,-82.4193313,23.08666763,1.0
HAB12444,-82.42139965,23.11140366,1.0
HAB10226,-82.42744267,23.11217087,1.0
HAB9810,-82.37072691,23.11110881,1.0
HAB11489,-82.39162445,22.99458508,1.0
HAB2421,-82.3977828,23.11944812,1.0
HAB17628,-82.42002168,23.09819835,1.0
HAB13715,-82.44730979,23.07253627,1.0
HAB16568,-82.42139326,23.11139872,1.0
HAB1010,-82.26735689,23.03745675,1.0
HAB18254,-82.42272894,23.08066962,1.0
HAB2613,-82.36577302,23.05035373,1.0
HAB12800,-82.37890657,23.13953615,1.0
HAB12903,-82.46325058,23.05764321,1.0
HAB11873,-82.42264152,23.08283094,1.0
HAB13109,-82.46064381,23.05653052,1.0
HAB6871,-82.36389041,23.0894584,1.0
HAB18172,-82.21464157,23.10783888,1.0
HAB6109,-82.3788912,23.09899659,1.0
HAB14305,-82.32373646,23.07545743,1.0
HAB14077,-82.37234175,23.10043834,1.0
HAB4865,-82.36584597,23.13489454,1.0
HAB17873,-82.38006899,22.98925812,1.0
HAB16956,-82.36733437,23.08723283,1.0
HAB13081,-82.34935654,23.08730424,1.0
HAB13265,-82.1455425,23.16398453,1.0
HAB17517,-82.40381051,23.05980961,1.0
HAB16040,-82.39420767,22.99824004,1.0
HAB10796,-82.38534808,23.14266853,1.0
HAB8515,-82.37108224,23.03609966,1.0
HAB8998,-82.36548326,23.0711103,1.0
HAB15205,-82.35683079,23.09829361,1.0
HAB8588,-82.38620639,23.12856016,1.0
HAB12854,-82.26593991,23.13105458,1.0
HAB3032,-82.26780295,23.17345514,1.0
HAB10602,-82.39550278,23.12778089,1.0
HAB17070,-82.42896932,23.00628405,1.0
HAB1458,-82.35851305,23.07687909,1.0
HAB10204,-82.46739711,23.04416472,1.0
HAB15381,-82.41351128,23.09237375,1.0
HAB12358,-82.2399509,23.13034598,1.0
HAB6346,-82.36199754,23.10746395,1.0
HAB14359,-82.35832214,23.09662832,1.0
HAB8197,-82.42029368,23.09877637,1.0
HAB1057,-82.39309813,23.11331846,1.0
HAB8486,-82.36480338,23.04537749,1.0
HAB1375,-82.41231504,23.10051892,1.0
HAB16316,-82.33248308,23.09719516,1.0
HAB5542,-82.39758095,23.14417702,1.0
HAB6447,-82.36557819,23.12061491,1.0
HAB4098,-82.32957969,23.09726141,1.0
HAB9105,-82.42251411,23.1124003,1.0
HAB11101,-82.29137421,23.09915472,1.0
HAB8985,-82.29977174,23.13338765,1.0
HAB6631,-82.42148638,23.10936512,1.0
HAB13671,-82.16485977,23.10515474,1.0
HAB16381,-82.34107613,23.08272581,1.0
HAB17233,-82.3915819,23.13171373,1.0
HAB2670,-82.46284246,23.05663044,1.0
HAB14028,-82.38653898,23.09111724,1.0
HAB10120,-82.32261658,23.01891819,1.0
HAB11531,-82.44233429,23.05605624,1.0
HAB11864,-82.29669581,23.11546773,1.0
HAB11990,-82.2629243,23.0376504,1.0
HAB17819,-82.40247524,23.07152135,1.0
HAB15141,-82.33437538,23.09388505,1.0
HAB1939,-82.42299112,23.00206127,1.0
HAB2155,-82.3887948,23.13267311,1.0
HAB2875,-82.39004334,22.99698304,1.0
HAB3751,-82.17773438,23.13515083,1.0
HAB13042,-82.37131772,23.08434891,1.0
HAB4613,-82.46813434,23.08951221,1.0
HAB14003,-82.43678778,23.07022098,1.0
HAB1039,-82.45835128,23.03508053,1.0
HAB1344,-82.41885692,23.0892059,1.0
HAB10418,-82.3797369,22.979865,1.0
HAB4540,-82.35683615,23.09587821,1.0
HAB3054,-82.37077645,23.09876421,1.0
HAB16083,-82.34559467,23.06273206,1.0
HAB17548,-82.37226963,23.08209563,1.0
HAB2127,-82.4647522,23.08944359,1.0
HAB2317,-82.43333817,23.07536911,1.0
HAB9251,-82.35978395,23.14397323,1.0
HAB18725,-82.4088024,23.00937993,1.0
HAB5672,-82.37108049,23.10105493,1.0
HAB4073,-82.39147402,22.99705634,1.0
HAB4338,-82.39888251,23.01496831,1.0
HAB16073,-82.37112574,23.10507517,1.0
HAB13320,-82.26953796,23.04739679,1.0
HAB15676,-82.41561353,22.95214139,1.0
HAB12945,-82.37091625,23.0854544,1.0
HAB8794,-82.39737053,23.13747999,1.0
HAB14446,-82.37199336,23.08636184,1.0
HAB15970,-82.30996862,23.15260763,1.0
HAB14688,-82.42740762,23.12010026,1.0
HAB7099,-82.39313839,23.12318811,1.0
HAB8807,-82.4117888,23.00357704,1.0
HAB3831,-82.41881132,23.11250638,1.0
HAB17328,-82.37173646,23.08224561,1.0
HAB15530,-82.37266547,23.09174172,1.0
HAB17035,-82.42002368,23.10175016,1.0
HAB3725,-82.38755286,23.09076101,1.0
HAB15922,-82.38277769,23.12025362,1.0
HAB7018,-82.49805719,23.01781965,1.0
HAB18172,-82.29409875,23.06503108,1.0
HAB3207,-82.37531662,23.11778549,1.0
HAB15850,-82.37908806,23.12181699,1.0
HAB7280,-82.36058025,23.09460858,1.0
HAB16640,-82.36373797,23.10489533,1.0
HAB15723,-82.30193138,23.06220132,1.0
HAB4055,-82.39427626,23.06470698,1.0
HAB2932,-82.4305889,23.10385089,1.0
HAB16225,-82.37759889,23.10849375,1.0
HAB15443,-82.3772049,23.08036345,1.0
HAB13470,-82.32583523,23.12094299,1.0
HAB9372,-82.44086981,23.1066158,1.0
HAB10226,-82.3636521,23.12903101,1.0
HAB16269,-82.38851747,23.10931546,1.0
HAB17377,-82.38778621,22.99615788,1.0
HAB9195,-82.32875842,23.11791685,1.0
HAB13943,-82.43222237,23.08020883,1.0
HAB2265,-82.25243093,23.17059922,1.0
HAB17438,-82.39197538,23.13390756,1.0
HAB15555,-82.37607973,23.1350174,1.0
HAB17383,-82.39580601,23.0614079,1.0
HAB2015,-82.4163276,23.10545416,1.0
HAB11459,-82.36013751,23.04207729,1.0
HAB2897,-82.38696189,23.0985728,1.0
HAB7324,-82.39377558,23.05993088,1.0
HAB8021,-82.37151499,23.08953154,1.0
HAB14864,-82.37910576,23.09416393,1.0
HAB5824,-82.38032311,23.09185729,1.0
HAB15315,-82.43463983,23.0983408,1.0
HAB2315,-82.36551491,23.13451188,1.0
HAB17124,-82.37680955,23.10180749,1.0
HAB7037,-82.3893508,23.13593159,1.0
HAB1259,-82.35989999,23.14347161,1.0
HAB12310,-82.33100116,23.11880675,1.0
HAB7248,-82.36973272,23.10988372,1.0
HAB3480,-82.43097752,23.07525718,1.0
HAB13587,-82.34439637,23.08146628,1.0
HAB17047,-82.26590807,23.04419831,1.0
HAB4762,-82.38135695,23.10915132,1.0
HAB4025,-82.23092258,23.10690388,1.0
HAB11567,-82.37577882,23.10147504,1.0
HAB14899,-82.34122482,23.09352548,1.0
HAB18007,-82.46628881,23.09052921,1.0
HAB9465,-82.32560073,23.12608745,1.0
HAB16663,-82.43994713,23.06733018,1.0
HAB9241,-82.4587941,23.06783541,1.0
HAB16262,-82.38857701,22.96847216,1.0
HAB13404,-82.3038082,23.15030396,1.0
HAB2633,-82.52374643,23.07083595,1.0
HAB11752,-82.36324591,23.09752828,1.0
HAB10392,-82.33112812,23.019458,1.0
HAB4623,-82.39422762,23.11350463,1.0
HAB5888,-82.41727355,23.11112853,1.0
HAB12880,-82.34115601,23.14130709,1.0
HAB14649,-82.41141134,23.11003023,1.0
HAB13698,-82.30447523,23.11984818,1.0
HAB10995,-82.37384246,23.12492723,1.0
HAB17906,-82.41136175,23.00628554,1.0
HAB18590,-82.35412027,23.09211916,1.0
HAB17138,-82.39359705,23.0119483,1.0
HAB8215,-82.3950275,23.00517949,1.0
HAB14455,-82.46063232,23.088423,1.0
HAB2536,-82.39528656,22.96609871,1.0
HAB8297,-82.3133421,23.07688562,1.0
HAB10457,-82.38788813,23.08409921,1.0
HAB13227,-82.2997223,23.16173456,1.0
HAB8905,-82.30042425,23.16946542,1.0
HAB13741,-82.4214568,23.10948215,1.0
HAB11729,-82.42153869,23.11692698,1.0
HAB12305,-82.37472653,23.02437872,1.0
HAB3775,-82.40283003,23.02373725,1.0
HAB6082,-82.36821579,23.10540893,1.0
HAB7640,-82.38669813,23.05410983,1.0
HAB18009,-82.37110343,23.11747013,1.0
HAB11531,-82.36067846,23.14019967,1.0
HAB11294,-82.46621416,23.0453848,1.0
HAB3783,-82.41741744,23.07872544,1.0
HAB15601,-82.3653518,23.13638498,1.0
HAB3171,-82.195988,23.12532286,1.0
HAB17632,-82.39221801,23.13005419,1.0
HAB1144,-82.38274037,22.97477164,1.0
HAB2486,-82.42730106,23.09876526,1.0
HAB13614,-82.39717126,23.05908192,1.0
